day_utc,region,nodes_count,avg_rewards_xdr_permyriad,avg_coefficient,daily_xdr_permyriad
2025-12-14,Africa:ZA,6,759137.5770020534,0.95,670339.0009304414
2025-12-15,Africa:ZA,6,759137.5770020534,0.95,670339.0009304414
2025-12-16,Africa:ZA,6,759137.5770020534,0.95,670339.0009304414
2025-12-17,Africa:ZA,6,759137.5770020534,0.95,670339.0009304414
2025-12-18,Africa:ZA,6,759137.5770020534,0.95,670339.0009304414
2025-12-19,Africa:ZA,6,759137.5770020534,0.95,670339.0009304414
2025-12-20,Africa:ZA,6,759137.5770020534,0.95,670339.0009304414
2025-12-21,Africa:ZA,6,759137.5770020534,0.95,670339.0009304414
2025-12-22,Africa:ZA,6,759137.5770020534,0.95,670339.0009304414
2025-12-23,Africa:ZA,6,759137.5770020534,0.95,670339.0009304414
2025-12-24,Africa:ZA,6,759137.5770020534,0.95,670339.0009304414
2025-12-25,Africa:ZA,6,759137.5770020534,0.95,670339.0009304414
2025-12-26,Africa:ZA,6,759137.5770020534,0.95,670339.0009304414
2025-12-27,Africa:ZA,6,759137.5770020534,0.95,670339.0009304414
2025-12-28,Africa:ZA,6,759137.5770020534,0.95,670339.0009304414
2025-12-29,Africa:ZA,6,759137.5770020534,0.95,670339.0009304414
2025-12-30,Africa:ZA,6,759137.5770020534,0.95,670339.0009304414
2025-12-31,Africa:ZA,6,759137.5770020534,0.95,670339.0009304414
2026-1-1,Africa:ZA,6,759137.5770020534,0.95,670339.0009304414
2026-1-2,Africa:ZA,6,759137.5770020534,0.95,670339.0009304414
2026-1-3,Africa:ZA,6,759137.5770020534,0.95,670339.0009304414
2026-1-4,Africa:ZA,6,759137.5770020534,0.95,670339.0009304414
2026-1-5,Africa:ZA,6,759137.5770020534,0.95,670339.0009304414
2026-1-6,Africa:ZA,6,759137.5770020534,0.95,670339.0009304414
2026-1-7,Africa:ZA,6,759137.5770020534,0.95,670339.0009304414
2026-1-8,Africa:ZA,6,759137.5770020534,0.95,670339.0009304414
2026-1-9,Africa:ZA,6,759137.5770020534,0.95,670339.0009304414
2026-1-10,Africa:ZA,6,759137.5770020534,0.95,670339.0009304414
2026-1-11,Africa:ZA,6,759137.5770020534,0.95,670339.0009304414
2026-1-12,Africa:ZA,6,759137.5770020534,0.95,670339.0009304414
